1075,SUSANA,San Antonio
1076,RACHELLE,Boston
1077,PETRA,Los Angeles
1078,PAIGE,Austin
1079,MICAH,Baltimore
1080,MARLON,Baltimore
1081,LEOLA,Baltimore
1082,KEISHA,Miami
1083,JONI,Dallas
1084,JOLENE,Dallas
1085,JOCELYN,Austin
1086,JERALD,Los Angeles
1087,ISABELLE,Miami
1088,IMOGENE,Los Angeles
1089,GRACIELA,Chicago
1090,ESTER,Los Angeles
1091,EMMETT,Houston
1092,EMILIO,San Antonio
1093,EMIL,Austin
1094,EMANUEL,Houston
1095,ELISE,Washington DC
1096,ELIJAH,Miami
1097,EDMOND,Springfield
1098,DOMINICK,Las Vegas
1099,DOMINGO,Washington DC
1100,DARRIN,Atlanta
1101,DAPHNE,Dallas
1102,CECILE,New York
1103,BRENDAN,Springfield
1104,BOYD,Washington DC
1105,BETTE,Springfield
1106,ALTA,Atlanta
1107,ABEL,Austin
1108,WILL,Chicago
1109,URSULA,Houston
1110,TRENT,Las Vegas
1111,TONIA,Miami
1112,TEDDY,Washington DC
1113,STEPHAN,San Francisco
1114,SONDRA,Dallas
1115,SHANA,Atlanta
1116,ROSALIND,Los Angeles
1117,REYNALDO,Houston
1118,OTTO,Springfield
1119,MAYRA,Los Angeles
1120,MARISOL,New York
1121,MARISA,Austin
1122,LOGAN,Las Vegas
1123,LIZZIE,San Francisco
1124,LACEY,Austin
1125,KIRSTEN,Washington DC
1126,KERI,New York
1127,JESS,Houston
1128,JAYNE,Miami
1129,JACLYN,San Antonio
1130,HUMBERTO,Baltimore
1131,GRACIE,Austin
1132,GLENNA,Atlanta
1133,GABRIELA,Miami
1134,EMMANUEL,San Francisco
1135,DEWAYNE,Washington DC
1136,DEMETRIUS,Houston
1137,CLARICE,Chicago
1138,CHARITY,Miami
1139,CARMELA,Houston
1140,BRET,Los Angeles
1141,BEATRIZ,Dallas
1142,ADELINE,Los Angeles
1143,YOUNG,Dallas
1144,VICENTE,Dallas
1145,SUMMER,San Francisco
1146,STACI,San Antonio
1147,SHEENA,San Antonio
1148,SHAUNA,Boston
1149,SAMMIE,Las Vegas
1150,ROYCE,Springfield
1151,RODGER,Springfield
1152,MILLIE,Boston
1153,MILES,Las Vegas
1154,MARGRET,Springfield
1155,LUELLA,Dallas
1156,LILY,Atlanta
1157,LEA,San Antonio
1158,LAMONT,Miami
1159,KATHARINE,Baltimore
1160,JUSTINE,Los Angeles
1161,JODIE,Dallas
1162,JEANINE,Houston
1163,HEATH,Baltimore
1164,HARLEY,Houston
1165,GARLAND,Los Angeles
1166,GABRIELLE,New York
1167,FRIEDA,New York
1168,ETHAN,Dallas
1169,ELMA,Los Angeles
1170,ELDON,Miami
1171,EFRAIN,San Francisco
1172,CLAUDETTE,Washington DC
1173,CHRISTI,Dallas
1174,CATHLEEN,Washington DC
1175,AUTUMN,Boston
1176,ANGELINE,Austin
1177,ANGELIA,Boston
1178,WINNIE,San Antonio
1179,WILLA,Atlanta
1180,SYBIL,Boston
1181,STERLING,Springfield
1182,SOCORRO,Houston
1183,SELMA,Atlanta
1184,ROCKY,Springfield
1185,PIERRE,Miami
1186,MAVIS,Washington DC
1187,MARTINA,Dallas
1188,MARITZA,Las Vegas
1189,MARGO,Los Angeles
1190,MARCY,Atlanta
1191,MANUELA,San Francisco
1192,LUISA,Washington DC
1193,LUCILE,Los Angeles
1194,LORIE,Miami
1195,LEANNE,Boston
1196,LARA,Boston
1197,LADONNA,New York
1198,JUNIOR,Dallas
1199,JEANNINE,San Francisco
1200,IVY,Austin
1201,GROVER,Baltimore
1202,GERRY,Baltimore
1203,FREDDY,Miami
1204,ELTON,Dallas
1205,ELI,Dallas
1206,DYLAN,Baltimore
1207,DOLLY,Los Angeles
1208,DEANA,Houston
1209,DAMIAN,Las Vegas
1210,CLEVELAND,Austin
1211,CHUCK,Miami
1212,CHASE,Los Angeles
1213,CALLIE,Atlanta
1214,BRYCE,New York
1215,BOBBI,Houston
1216,ANTOINE,Washington DC
1217,AILEEN,Dallas
1218,ABBY,Miami
1219,VIRGIE,New York
1220,SYDNEY,Miami
1221,STAN,San Francisco
1222,SIMONE,Austin
1223,RUSSEL,Atlanta
1224,REUBEN,Los Angeles
1225,RANDI,New York
1226,QUENTIN,New York
1227,OFELIA,Austin
1228,MURRAY,Dallas
1229,MONTE,Atlanta
1230,MEAGAN,Springfield
1231,MATILDA,Chicago
1232,MAGDALENA,New York
1233,LEONARDO,San Francisco
1234,LEILA,Boston
1235,LEANN,Washington DC
1236,LATISHA,Austin
1237,KASEY,Atlanta
1238,JERI,New York
1239,JASPER,Boston
1240,HANS,Springfield
1241,GEORGINA,San Antonio
1242,ERWIN,Springfield
1243,ERNIE,Austin
1244,ELIZA,Baltimore
1245,CURT,Las Vegas
1246,CRUZ,Miami
1247,CORNELIA,San Francisco
1248,BRIDGETTE,Houston
1249,BLAINE,Chicago
1250,BIANCA,Baltimore
1251,BETTYE,Washington DC
1252,BENITO,Atlanta
1253,BARBRA,Las Vegas
1254,AUGUST,Houston
1255,AUDRA,Springfield
1256,AGUSTIN,Las Vegas
1257,WILFREDO,Atlanta
1258,VANCE,Austin
1259,VALARIE,Baltimore
1260,TYSON,Houston
1261,TIA,Austin
1262,TERRIE,Springfield
1263,SON,Los Angeles
1264,SHARRON,Miami
1265,RUTHIE,New York
1266,ROSALYN,Houston
1267,RHODA,San Antonio
1268,RAE,San Antonio
1269,NOLA,Chicago
1270,NELDA,San Antonio
1271,MINERVA,Washington DC
1272,MICHEL,Austin
1273,MIA,San Antonio
1274,LILLY,San Francisco
1275,LIDIA,Chicago
1276,LETHA,San Francisco
1277,LENORE,New York
1278,JOAQUIN,Austin
1279,JARROD,Los Angeles
1280,JAMI,New York
1281,JAMAL,Atlanta
1282,ILA,Boston
1283,HILARY,Boston
1284,HARRISON,Miami
1285,HARLAN,Austin
1286,HALEY,San Antonio
1287,GRETA,New York
1288,GREGORIO,Washington DC
1289,FLOSSIE,San Antonio
1290,ESTELA,Austin
1291,ERICKA,Dallas
1292,ELNORA,Boston
1293,ELLIOTT,New York
1294,ELLIOT,Houston
1295,EARLINE,Chicago
1296,DONA,Chicago
1297,DESMOND,Boston
1298,DENIS,Miami
1299,DARWIN,Boston
1300,DAMIEN,Washington DC
1301,CORRINE,New York
1302,CONCEPCION,Miami
1303,CLARISSA,San Francisco
1304,CHANDRA,Miami
1305,CATALINA,Baltimore
1306,BURTON,San Francisco
1307,BUDDY,Austin
1308,BRIANNA,Las Vegas
1309,BRADY,Springfield
1310,BERNADINE,Atlanta
1311,BART,Austin
1312,AVA,Miami
1313,ARIEL,New York
1314,ALI,Boston
1315,ALEXANDRIA,Chicago
1316,ADOLFO,Baltimore
1317,ADELA,Chicago
1318,ZELMA,Atlanta
1319,YONG,Boston
1320,XAVIER,Los Angeles
1321,WILLIAMS,Las Vegas
1322,TANIA,Los Angeles
1323,TAMEKA,Baltimore
1324,TABATHA,San Antonio
1325,SOLOMON,Houston
1326,SOFIA,Austin
1327,SERENA,Baltimore
1328,SCOTTY,Springfield
1329,SAUNDRA,Chicago
1330,ROSCOE,Washington DC
1331,RORY,New York
1332,ROD,Washington DC
1333,ROB,Baltimore
1334,QUINTON,Boston
1335,PENELOPE,Washington DC
1336,PEARLIE,Austin
1337,ODESSA,Miami
1338,ODELL,Washington DC
1339,NOREEN,Los Angeles
1340,NORBERT,San Francisco
1341,NOLAN,Dallas
1342,NEVA,Los Angeles
1343,NANNIE,Las Vegas
1344,MOISES,San Francisco
1345,MILAGROS,San Antonio
1346,MELISA,Chicago
1347,MARYLOU,Austin
1348,MARLIN,Austin
1349,MALINDA,San Francisco
1350,LORAINE,Miami
1351,LACY,Miami
1352,KERMIT,Baltimore
1353,KENDRICK,Austin
1354,KARINA,Baltimore
1355,JEANIE,Baltimore
1356,HILLARY,Springfield
1357,HARRIETT,Springfield
1358,HAL,Washington DC
1359,EVE,Dallas
1360,ESTEBAN,Boston
1361,ESMERALDA,Springfield
1362,EMILIA,Springfield
1363,ELWOOD,Los Angeles
1364,ELVIN,San Francisco
1365,DARIUS,Baltimore
1366,BRAIN,Springfield
1367,BLAIR,Washington DC
1368,BENITA,Baltimore
1369,AVIS,Miami
1370,ASHLEE,Miami
1371,ANTON,Los Angeles
1372,AMIE,Miami
1373,ALVA,Boston
1374,ALLYSON,Washington DC
1375,ALLIE,Atlanta
1376,THURMAN,Miami
1377,THADDEUS,San Antonio
1378,TANISHA,Atlanta
1379,SELENA,San Francisco
1380,RUSTY,New York
1381,ROSALINDA,Boston
1382,RICKIE,Washington DC
1383,REGGIE,Washington DC
1384,RAPHAEL,Washington DC
1385,NOEMI,New York
1386,NITA,Houston
1387,NED,Chicago
1388,MONTY,Chicago
1389,MASON,San Antonio
1390,MARCIE,Houston
1391,MARCEL,Springfield
1392,MALLORY,Houston
1393,LOUISA,Miami
1394,LORRIE,Houston
1395,LIZA,Los Angeles
1396,LILIA,Houston
1397,KATY,San Francisco
1398,JULIANNE,Washington DC
1399,JOESPH,San Francisco
1400,JERRI,Austin
1401,JEFFRY,Baltimore
1402,JACKSON,Dallas
1403,GRAHAM,Boston
1404,GAY,San Francisco
1405,FIDEL,Miami
1406,FABIAN,Miami
1407,ELISHA,New York
1408,ELINOR,Chicago
1409,EARNESTINE,Austin
1410,EARLENE,Miami
1411,DARCY,Dallas
1412,DANE,New York
1413,CLIFF,Miami
1414,CLARE,San Francisco
1415,CARMELLA,Chicago
1416,CARLENE,Los Angeles
1417,BRYON,Austin
1418,AVERY,Dallas
1419,ARMAND,San Francisco
1420,ANNABELLE,Atlanta
1421,ALVARO,Los Angeles
1422,ALTHEA,Springfield
1423,ALEJANDRA,Miami
1424,ALANA,Houston
1425,YESENIA,San Francisco
1426,WILEY,New York
1427,VAUGHN,Washington DC
1428,VALERIA,Dallas
1429,TY,Chicago
1430,TRINIDAD,Atlanta
1431,TAMMI,Chicago
1432,SUZETTE,Houston
1433,ROXIE,Austin
1434,ROSLYN,Dallas
1435,RODRIGO,Baltimore
1436,ROCCO,San Francisco
1437,RIGOBERTO,Baltimore
1438,OPHELIA,New York
1439,NUMBERS,New York
1440,NORRIS,Austin
1441,NONA,Boston
1442,NOE,Miami
1443,NANETTE,Baltimore
1444,NADIA,Miami
1445,MITZI,San Francisco
1446,MILLARD,Springfield
1447,MELVA,Chicago
1448,MARYANNE,Boston
1449,MARICELA,Las Vegas
1450,MARI,Dallas
1451,MARGERY,Atlanta
1452,MADGE,Miami
1453,LUANN,Baltimore
1454,LOYD,Dallas
1455,LINA,Boston
1456,LILIAN,San Antonio
1457,LAWANDA,Los Angeles
1458,LAVONNE,Houston
1459,LAVERN,Springfield
1460,LANE,Miami
1461,LAKISHA,Springfield
1462,KIRBY,Dallas
1463,KENYA,Houston
1464,KAYE,Houston
1465,KATHRINE,Dallas
1466,KATHIE,Miami
1467,JULIANA,San Antonio
1468,IVORY,Baltimore
1469,ISAIAH,Austin
1470,ILENE,Dallas
1471,HOLLIS,San Antonio
1472,GUS,Miami
1473,GONZALO,New York
1474,GEORGETTE,Houston
1475,FRAN,Austin
1476,EVANGELINE,Chicago
1477,EDWINA,San Antonio
1478,DOLLIE,Baltimore
1479,DION,Atlanta
1480,DIEGO,Baltimore
1481,DERICK,San Antonio
1482,DENNY,Baltimore
1483,DEANNE,Houston
1484,CORINE,Boston
1485,COLETTE,San Antonio
1486,CLAUDINE,Chicago
1487,CLAIR,Dallas
1488,CHRYSTAL,New York
1489,CHONG,Los Angeles
1490,CHARMAINE,Atlanta
1491,ALPHONSO,Dallas
1492,ALISSA,Los Angeles
1493,ALINE,Houston
1494,ADOLPH,San Antonio
1495,WENDI,Houston
1496,WARD,Boston
1497,VINCE,Chicago
1498,VILMA,Baltimore
1499,VERN,Los Angeles
1500,ULYSSES,Washington DC
1501,TRISTAN,Los Angeles
1502,TESSA,Boston
1503,SUSANNA,Miami
1504,SHEREE,Miami
1505,SEBASTIAN,Chicago
1506,SCOT,Austin
1507,SAVANNAH,Washington DC
1508,SASHA,Springfield
1509,ROSELLA,Miami
1510,ROSEANN,Chicago
1511,ROSANNE,Miami
1512,ROMEO,Dallas
1513,RILEY,Boston
1514,REVA,San Antonio
1515,REED,San Francisco
1516,QUINCY,Baltimore
1517,NICKOLAS,Atlanta
1518,NATALIA,Baltimore
1519,MERRILL,Atlanta
1520,MAYNARD,Atlanta
1521,MAXWELL,Los Angeles
1522,MAURICIO,Springfield
1523,MARVA,San Francisco
1524,MARIETTA,Las Vegas
1525,MARCI,Chicago
1526,MADELYN,Chicago
1527,LYNNETTE,San Francisco
1528,LILIANA,San Francisco
1529,LESSIE,Houston
1530,LEONOR,Las Vegas
1531,LAKEISHA,Washington DC
1532,KATELYN,Miami
1533,JULIETTE,Austin
1534,JOSEFA,Dallas
1535,JOHNIE,San Antonio
1536,JEFFERSON,San Antonio
1537,JAYSON,Austin
1538,JARVIS,Houston
1539,JANNA,San Antonio
1540,ISSAC,Las Vegas
1541,IMELDA,Los Angeles
1542,HIRAM,Baltimore
1543,HERIBERTO,Houston
1544,GENA,San Antonio
1545,GAVIN,Las Vegas
1546,FEDERICO,Miami
1547,EMERY,Chicago
1548,ELVIS,Atlanta
1549,ELVIA,Chicago
1550,EDDY,San Francisco
1551,DUSTY,Atlanta
1552,DONOVAN,Dallas
1553,DONNELL,Miami
1554,DEIRDRE,New York
1555,DEIDRE,Las Vegas
1556,DEENA,Austin
1557,DAVIS,Washington DC
1558,DANTE,Baltimore
1559,COY,Springfield
1560,CORINA,Las Vegas
1561,COLE,New York
1562,COLBY,Baltimore
1563,CLEMENT,San Antonio
1564,CHASITY,Austin
1565,CARLY,Las Vegas
1566,BRUNO,Dallas
1567,BRIANA,San Antonio
1568,BERTA,Boston
1569,BERNIE,Springfield
1570,BERNARDO,Washington DC
1571,BASIL,San Francisco
1572,AURELIA,Atlanta
1573,AUGUSTINE,Las Vegas
1574,AUGUSTA,Atlanta
1575,ARLINE,Las Vegas
1576,ARACELI,San Francisco
1577,ANASTASIA,Chicago
1578,AMALIA,Chicago
1579,ALYCE,San Antonio
1580,WINFRED,Miami
1581,WILDA,Baltimore
1582,WELDON,Atlanta
1583,VITO,Atlanta
1584,TWILA,Springfield
1585,TRUMAN,Chicago
1586,TRENTON,Atlanta
1587,TISHA,New York
1588,TAMRA,Atlanta
1589,TAMERA,Chicago
1590,STEVIE,Springfield
1591,STEFAN,Boston
1592,SILAS,Miami
1593,SANFORD,Dallas
1594,ROWENA,San Francisco
1595,ROSANNA,San Antonio
1596,RHEA,New York
1597,REYNA,San Antonio
1598,QUEEN,Houston
1599,PHOEBE,New York
1600,NESTOR,Atlanta
1601,MILLICENT,Miami
1602,MERLIN,Houston
1603,MAURA,Dallas
1604,MARYELLEN,Austin
1605,MARQUITA,San Francisco
1606,MARIANA,Boston
1607,MARCELINO,Dallas
1608,MARA,Atlanta
1609,MAI,Dallas
1610,MADELEINE,New York
1611,LOLITA,New York
1612,LIZ,Houston
1613,LINWOOD,Los Angeles
1614,LELIA,Chicago
1615,LEANNA,Dallas
1616,LAURI,Chicago
1617,KURTIS,New York
1618,KATINA,Atlanta
1619,KATHERYN,San Antonio
1620,KARYN,Springfield
1621,KAITLIN,Las Vegas
1622,JULIET,Las Vegas
1623,JOHNATHON,Los Angeles
1624,JANNIE,Boston
1625,JANELL,Washington DC
1626,JAME,Baltimore
1627,JACKLYN,Chicago
1628,ISIDRO,Miami
1629,IRWIN,Houston
1630,INES,Las Vegas
1631,HUNTER,Dallas
1632,HOLLIE,Austin
1633,HESTER,Atlanta
1634,HELGA,Baltimore
1635,HARRIS,Springfield
1636,HALLIE,Washington DC
1637,GILDA,Dallas
1638,GALEN,Austin
1639,FREIDA,Los Angeles
1640,FREDERIC,Baltimore
1641,FRANCESCA,Dallas
1642,FLORINE,Baltimore
1643,FANNY,Chicago
1644,EVANGELINA,Dallas
1645,ERNA,Los Angeles
1646,ENID,San Francisco
1647,DUDLEY,Dallas
1648,DONNY,Atlanta
1649,DIONNE,Springfield
1650,DICK,San Francisco
1651,DIANN,San Francisco
1652,DENVER,Springfield
1653,DELMAR,Atlanta
1654,CONCETTA,Washington DC
1655,COLLIN,San Antonio
1656,COLEEN,Miami
1657,CHERRY,Miami
1658,CHARLEY,Houston
1659,CATHRYN,New York
1660,CASANDRA,Washington DC
1661,CARTER,Dallas
1662,CARROL,Chicago
1663,CARMELO,Baltimore
1664,CARLO,Austin
1665,CARISSA,Dallas
1666,BROCK,Boston
1667,BRITNEY,Boston
1668,BRIGITTE,Atlanta
1669,BRIDGETT,Boston
1670,BERYL,San Francisco
1671,BERTIE,Atlanta
1672,BEAU,New York
1673,BARNEY,New York
1674,AURELIO,Houston
1675,ART,Boston
1676,ANNMARIE,Austin
1677,ANGELITA,Dallas
1678,ANGELIQUE,Austin
1679,AMPARO,Houston
1680,ALYSON,Baltimore
1681,ALFREDA,Springfield
1682,ALBA,San Francisco
1683,AISHA,Baltimore
1684,ZELDA,Los Angeles
1685,ZACHERY,Miami
1686,WILMER,Chicago
1687,WILFORD,Baltimore
1688,VONDA,Houston
1689,TORI,San Francisco
1690,THERON,Las Vegas
1691,TERRA,San Francisco
1692,SONNY,Springfield
1693,SIERRA,Springfield
1694,SHELTON,Miami
1695,SHARLENE,Las Vegas
1696,SELINA,Los Angeles
1697,SCOTTIE,New York
1698,SANG,Las Vegas
1699,ROSALIA,Miami
1700,ROCIO,Houston
1701,ROBBY,New York
1702,RENAE,Austin
1703,REFUGIO,Miami
1704,RAYMUNDO,Baltimore
1705,PASQUALE,Las Vegas
1706,PANSY,San Francisco
1707,PAMALA,Baltimore
1708,OCTAVIO,Atlanta
1709,OCTAVIA,Chicago
1710,NOELLE,Chicago
1711,NELLY,Boston
1712,NAN,Los Angeles
1713,MONROE,Boston
1714,MONIKA,Los Angeles
1715,MOHAMMAD,San Antonio
1716,MINA,Baltimore
1717,MICHELL,Los Angeles
1718,MICHAELA,San Francisco
1719,MELLISA,Dallas
1720,MARIANO,Austin
1721,MARGOT,Washington DC
1722,MA,Springfield
1723,LOUELLA,Austin
1724,LINCOLN,Washington DC
1725,LIBBY,Austin
1726,LETITIA,New York
1727,LETA,San Francisco
1728,LESA,New York
1729,LEONEL,Las Vegas
1730,LEEANN,Miami
1731,LATANYA,Chicago
1732,LASHONDA,Miami
1733,LANDON,Boston
1734,LAKESHA,San Antonio
1735,KITTY,Atlanta
1736,KIMBERLEE,Atlanta
1737,KATHI,Austin
1738,KAITLYN,Washington DC
1739,JUSTINA,Austin
1740,JUDI,Austin
1741,JOSUE,San Antonio
1742,JASMIN,Dallas
1743,JADE,Chicago
1744,JACQUES,New York
1745,ISABELLA,Dallas
1746,HUNG,Las Vegas
1747,HOUSTON,Las Vegas
1748,HONG,Austin
1749,HERMINIA,Miami
1750,GUSSIE,San Francisco
1751,GERMAN,Houston
1752,GERMAINE,Springfield
1753,GERI,Los Angeles
1754,GENARO,Atlanta
1755,GAYLA,New York
1756,FLETCHER,Atlanta
1757,FELECIA,Atlanta
1758,ERROL,Las Vegas
1759,EMORY,Los Angeles
1760,EMILIE,Baltimore
1761,EMERSON,Atlanta
1762,ELDA,Houston
1763,ELBA,Springfield
1764,EDYTHE,Springfield
1765,EDWARDO,Las Vegas
1766,DORIAN,Washington DC
1767,DORETHA,Washington DC
1768,DIRK,Chicago
1769,DESSIE,Chicago
1770,DENICE,Austin
1771,DEIDRA,Washington DC
1772,DEANN,Boston
1773,DAYNA,Chicago
1774,DAREN,Washington DC
1775,DANIAL,Baltimore
1776,DALTON,Houston
1777,CORTNEY,San Francisco
1778,CORNELL,San Francisco
1779,CHELSEY,Baltimore
1780,CELINA,San Francisco
1781,CARYN,San Antonio
1782,CARSON,Los Angeles
1783,CAMILLA,Chicago
1784,BUFORD,Dallas
1785,BRANDIE,Dallas
1786,BRANDEN,Los Angeles
1787,BOOKER,Baltimore
1788,BEVERLEY,Las Vegas
1789,BENNETT,Austin
1790,ASHLEIGH,San Antonio
1791,ARRON,Springfield
1792,ANTONY,New York
1793,ANTIONETTE,Washington DC
1794,ALLENE,San Antonio
1795,ADELAIDE,Miami
1796,ADAN,Miami
1797,ABBIE,Boston
1798,ZANE,San Antonio
1799,WINONA,Washington DC
1800,WILHELMINA,Dallas
1801,WILBURN,Washington DC
1802,VIRGINA,Atlanta
1803,VIDA,Los Angeles
1804,VERNICE,Atlanta
1805,VERDA,Baltimore
1806,VEDA,Atlanta
1807,VALENTIN,Dallas
1808,TREVA,San Francisco
1809,TILLIE,Atlanta
1810,THEODORA,Springfield
1811,THEO,Austin
1812,THANH,San Francisco
1813,THAD,Las Vegas
1814,TESSIE,Las Vegas
1815,TERESITA,Houston
1816,TERA,Chicago
1817,TAWANA,Las Vegas
1818,TARYN,Atlanta
1819,SUNG,Los Angeles
1820,SUN,Boston
1821,SOLEDAD,Boston
1822,SHONDA,Boston
1823,SHIELA,Las Vegas
1824,SHELLIE,Los Angeles
1825,SEYMOUR,Las Vegas
1826,RUSS,Atlanta
1827,ROSITA,Dallas
1828,ROSALEE,Dallas
1829,RONNY,Springfield
1830,ROBBIN,Baltimore
1831,RICH,San Antonio
1832,RETHA,Springfield
1833,REID,Houston
1834,REBECA,Boston
1835,RANDELL,Austin
1836,RACHEAL,Washington DC
1837,PORTIA,Dallas
1838,PATTIE,Las Vegas
1839,PARIS,Springfield
1840,OMA,Las Vegas
1841,NILDA,Miami
1842,MYLES,Houston
1843,MORTON,Las Vegas
1844,MOHAMMED,Baltimore
1845,MITCHEL,Atlanta
1846,MINH,Austin
1847,MIGDALIA,Chicago
1848,MERVIN,Springfield
1849,MERRY,Miami
1850,MAURINE,Baltimore
1851,MAUDIE,Los Angeles
1852,MARYJANE,Washington DC
1853,MARYBETH,Boston
1854,MARISELA,Baltimore
1855,MARILYNN,Miami
1856,MARIANNA,Chicago
1857,MALISSA,Washington DC
1858,MAJOR,Miami
1859,LUCRETIA,Dallas
1860,LUCIEN,Austin
1861,LUCIANO,Chicago
1862,LONA,San Francisco
1863,LON,Los Angeles
1864,LEORA,Washington DC
1865,LAZARO,Chicago
1866,LATRICE,Chicago
1867,LASHAWN,New York
1868,KRYSTLE,Austin
1869,KENNITH,Dallas
1870,KARRIE,Houston
1871,JONAS,Dallas
1872,JENA,Washington DC
1873,JEANNA,Las Vegas
1874,JARRETT,Springfield
1875,JAQUELINE,San Francisco
1876,JANEL,Atlanta
1877,JAMEY,Houston
1878,JAMEL,Baltimore
1879,JACQULINE,Chicago
1880,IVETTE,San Francisco
1881,IONA,Houston
1882,IOLA,Los Angeles
1883,HORTENCIA,Los Angeles
1884,HERSCHEL,San Antonio
1885,HANNA,Atlanta
1886,GUILLERMINA,Miami
1887,GRISELDA,Baltimore
1888,GIOVANNI,Washington DC
1889,GARTH,Dallas
1890,FREEMAN,Chicago
1891,FOREST,Chicago
1892,FERDINAND,San Francisco
1893,FATIMA,New York
1894,EZRA,Austin
1895,EUGENIO,Atlanta
1896,ERNESTINA,San Francisco
1897,ERICH,Austin
1898,ELOISA,Las Vegas
1899,ELIDA,Baltimore
1900,ELIA,San Francisco
1901,ELEANORE,Baltimore
1902,DUNCAN,Houston
1903,DOTTIE,Los Angeles
1904,DINAH,Dallas
1905,DESTINY,Springfield
1906,DEON,New York
1907,DEMETRIA,Baltimore
1908,DELPHINE,Baltimore
1909,DELMA,San Francisco
1910,DELILAH,Boston
1911,DEBBY,Las Vegas
1912,DARA,Miami
1913,DANNA,Springfield
1914,DANIELA,Las Vegas
1915,DANETTE,Miami
1916,CYRUS,Baltimore
1917,CYRIL,Springfield
1918,CINDI,Las Vegas
1919,CHUNG,New York
1920,CHRISTIN,San Francisco
1921,CHRISTEN,Washington DC
1922,CHLOE,Springfield
1923,CHI,Austin
1924,CHANTEL,Dallas
1925,CHANCE,Los Angeles
1926,CHADWICK,Chicago
1927,CELESTINE,Baltimore
1928,CATRINA,Springfield
1929,CARMINE,New York
1930,CARI,Austin
1931,CAREN,New York
1932,BROOKS,Austin
1933,BRITT,Austin
1934,BRIANNE,Las Vegas
1935,BIRDIE,Chicago
1936,BESS,Washington DC
1937,BERRY,San Antonio
1938,BELLE,Chicago
1939,ATHENA,San Francisco
1940,ARNULFO,Las Vegas
1941,ARLEEN,Chicago
1942,ANDERSON,Miami
1943,ALPHONSE,Austin
1944,ALENE,Washington DC
1945,ALECIA,San Francisco
1946,ALDO,Springfield
1947,AGATHA,Miami
1948,ADRIANNE,Las Vegas
1949,ADELINA,Las Vegas
1950,ABDUL,Las Vegas
1951,ZOILA,Chicago
1952,ZOE,Austin
1953,ZENAIDA,Miami
1954,ZELLA,Miami
1955,WYATT,Springfield
1956,WILTON,Baltimore
1957,WESTON,Austin
1958,VESTA,Austin
1959,VERNELL,Baltimore
1960,VENUS,Washington DC
1961,VALENTINE,Austin
1962,VALENCIA,San Antonio
1963,VAL,Houston
1964,VADA,Las Vegas
1965,UNA,Los Angeles
1966,TREY,Dallas
1967,TORY,Boston
1968,TOMASA,Atlanta
1969,TIFFANI,Atlanta
1970,TIARA,Los Angeles
1971,TANNER,Houston
1972,TANA,San Antonio
1973,TAMELA,Baltimore
1974,SUZAN,Baltimore
1975,SOL,San Antonio
1976,SHAYLA,Atlanta
1977,SHANDA,San Antonio
1978,SANTA,Los Angeles
1979,SANDI,Chicago
1980,SAMATHA,Las Vegas
1981,RUBIN,Austin
1982,ROYAL,Dallas
1983,ROXANNA,Washington DC
1984,ROXANA,Miami
1985,ROSENDO,Los Angeles
1986,ROSEANNE,Miami
1987,RODRICK,San Francisco
1988,RICO,Las Vegas
1989,RETA,Washington DC
1990,RENITA,Houston
1991,REINALDO,Dallas
1992,REINA,Chicago
1993,RAFAELA,San Francisco
1994,QUINN,San Antonio
1995,PRICILLA,New York
1996,PILAR,Atlanta
1997,PHILLIS,Houston
1998,PEARLINE,San Francisco
1999,PAULINA,San Francisco
2000,PARKER,San Francisco
2001,OSVALDO,Houston
2002,ORALIA,Boston
2003,OLIN,Atlanta
2004,NORMAND,San Francisco
2005,NORBERTO,Dallas
2006,NIGEL,Chicago
2007,NICKY,San Antonio
2008,NAPOLEON,Las Vegas
2009,MITCH,Austin
2010,MISSY,Chicago
2011,MIRNA,Austin
2012,MILFORD,Los Angeles
2013,MICHAL,Houston
2014,MELODIE,Dallas
2015,MELLISSA,Springfield
2016,MAYME,Chicago
2017,MAYA,Boston
2018,MATILDE,Atlanta
2019,MARQUIS,Las Vegas
2020,MARJORY,Atlanta
2021,MARGE,San Francisco
2022,MARGARITO,Boston
2023,MARCELA,Dallas
2024,MANDI,Atlanta
2025,MADONNA,New York
2026,LYN,Austin
2027,LYMAN,Chicago
2028,LURA,Las Vegas
2029,LUCIO,New York
2030,LORRI,Baltimore
2031,LETTIE,Atlanta
2032,LES,Baltimore
2033,LEOTA,Miami
2034,LEOPOLDO,Washington DC
2035,LEMUEL,New York
2036,LAURETTA,Boston
2037,LARISSA,Miami
2038,LANNY,San Antonio
2039,KYLIE,Chicago
2040,KRISTAL,Atlanta
2041,KISHA,San Antonio
2042,KIRA,Miami
2043,KIETH,Washington DC
2044,KERRIE,Miami
2045,KAREEM,Dallas
2046,JUNG,New York
2047,JULES,Dallas
2048,JUDSON,San Francisco
2049,JOSIAH,Baltimore
2050,JOSEF,Baltimore
2051,JERROD,Houston
2052,JEROLD,Las Vegas
2053,JAYME,Washington DC
2054,JARRED,New York
2055,JAMAR,Atlanta
2056,JAMAAL,Baltimore
2057,JAE,Boston
2058,ISIAH,San Antonio
2059,ISABELL,Houston
2060,IONE,Boston
2061,INDIA,New York
2062,HERSHEL,San Antonio
2063,HAYDEE,Boston
2064,HARRIETTE,Baltimore
2065,GISELA,San Francisco
2066,GINO,Springfield
